category,id,mass,scale
Bookcase,22e275ed10e55abd810b14a81e12eca,0.0106327298,0.0011295167
ChestOfDrawers,10f1b51f2207766ff11c3739edd52fa3,2.3107628753,0.0105879991
Plate,f151b5b32400054bebe0518a81e2c5c8,0.0135561726,0.0003872847
Dresser,3a606e8ae4cb46b1e83221ad0d21775,1.391790095,0.0077991398
ChestOfDrawers,2375dfeeab7fd8678430b7446f9e1252,0.648735612,0.0080665065
CerealBox,f822931fe07a7654ce41b639931f9ca1,0.1186136759,0.0100039059
FloorLamp,d2c51c7f19ffa9c335836c728d324152,0.0007777428,0.001859603
Sink,6a7cac917a6db415a4c50d8427af806,0.0167141883,0.0054029337
ToyFigure,a00a9d045b69171472dfe26068766359,0.1524967794,0.0006949977
Table,a3a32177937133f67d02a174e61d0806,0.109042833,0.0064092004
Vase,e0855a7115eda487186588b1d2fb9823,0.0021244587,0.0009592566
Camera,b41233d8144ed282f35554ebed2bf2,0.3455681648,0.0274027922
SideChair,a7465ba0d326f1da6b238c8e26eb35d8,0.2940339575,0.0100940263
ToyFigure,a3087c9105fe0878d18a6b3b9816ca14,0.0311641108,8.00211e-05
Faucet,1522e8a4da7c05bd76d20e73c57c9a03,0.0584721366,0.0149438673
Bowl,d81f943065391492a7e760c0b399301,0.1059326975,0.0007778186
Pizza,fa0905ba5ca49fecb77445a6633883a,0.0090848728,0.0072317092
Calculator,8ccb82862dac1e512846fa729d90e125,0.0777037155,0.0389627939
Guitar,4dd3b42e67a19210925e0edb2365fb11,0.0015668171,0.0004848497
Tank,971582976064edab2c4683dd00deec1,0.2942617985,0.000231575
PottedPlant,6c2bb8a74adf58305a340b65638f743c,0.0141234051,0.124889042
Chair,74a8078a8e89872780360680c1602c7d,0.0041883701,6.64583e-05
Flashlight,9b8eef439813d9945322b45f6e8d738b,0.2898834452,0.021410114
Monitor,8b5a96b72767f7354fac5eaf08c4d9ce,0.0188476872,0.0078064639
PottedPlant,251951d185ef4c3fa24185149fe8628e,0.0003767214,0.0031857205
Picture,b672af6f8a89afd65f846b933923d995,0.0036979308,0.0052049669
Stool,27fd09748c6bcc39504721639e19f609,0.115770882,9.35534e-05
6Shelves,c2651a2a6814f5afb5d6b300975c337,0.1427557934,0.0044715723
WallLamp,2add1deb731f119804e3fdda0bde665,0.0145102282,0.0117320804
Suitcase,f47ab8aa0f1a99c3f0117851f0671fde,0.7798618662,0.0141969851
ToyFigure,9e70f96056ceda41323c39e1adf8a544,0.0202403217,0.0011235766
ChestOfDrawers,47ffa354257d2e3b20f4d1b537b5ee90,0.4247359657,0.0055329793
FloorLamp,94385beb66077dcd120c750dcecab484,0.0001490634,0.0012747
DeskLamp,c041b8a8e0014f2788e7662971dc736f,0.0199822905,2.16325e-05
CeilingLamp,40be95503c8cc0285ca3862a7efa6401,0.0073419314,0.0010779195
TV,3b4bd91491ee73d41af5ba59d1ba9fc2,0.0229799005,0.0014189715
Couch,7833d94635b755793adc3470b30138f3,0.2685523299,0.0029007525
WineBottle,f331ad8d0e6654ef8f992b1fe7075c8f,0.002785058,0.0044121855
Table,68937e69ee6e9c321a377a4ec1b004d4,0.0230457015,0.0029931339
Pen,30fe2caf47e9305154417498166ea895,0.0049124016,0.028808455
CeilingLamp,32ef7cd99839d437fca2ed8aeb4c5397,0.0014424688,0.0054381671
Pen,cdf54835677a246f9bbaaf08505f5db3,0.0090428478,0.0491477114
Pencil,8d38d165a79729b063915d3d0e86b8e1,0.0001379248,0.0162370511
Vase,a2da98dc3d78788435836c728d324152,0.0256961719,0.0172957342
VideoGameController,a0b126315ac274ba040aed0c3e87e91,0.4158954859,0.00059314
DrinkingUtensil,f23a544c04e2f5ccb50d0c6a0c254040,0.0939871092,0.0003364361
Desk,6137e19255f71a0a26700e14156d231c,0.5805927103,0.0086950169
Vase,85ad6844a52ec08cdf7d84aa9195db06,0.584241791,0.0119889827
BeerBottle,22d18e34097ec57a80b49bbcfa357c86,0.010650536,0.028917979
Painting,d74222c7c539013734cc22336880d45c,0.0144918756,0.0020458472
Couch,ec9d8a450d5d30935951e132a7bb8604,0.3699557936,0.0012202764
DeskLamp,c041b8a8e0014f2788e7662971dc736f,0.001329334,8.7654e-06
Sword,679c9469f32e957d329e3597d8f4bd9a,0.0013788039,0.0030343293
GameTable,752c1359c3578ca461179e7ef17bf7b5,0.136800687,0.0032649942
Couch,f144cda19f9457fef9b7ca92584b5271,0.0053023568,0.0001896613
Telephone,fed335202963b8d3fbeef84a1ff2df7f,0.0165573326,0.005668831
SideChair,7ad134826824de98d0bef5e87b92b95e,0.0685251171,0.0091975043
Teacup,5b4f446bc0844d8a502ac88bde4dfaa5,0.0083100055,0.000332678
OfficeSideChair,77343b3052c4c5d0492d9da2668ec34c,0.014531506,0.0071552116
OfficeChair,7885f87669b8fbc73f7e27638e63d848,0.051745457,0.0061668194
Desk,3f7687103941a9318b65dd205be0c282,0.0216526493,0.0014359527
Pencil,a95dd52a76a3dff5513c73fd461b230a,0.000470415,2.96102e-05
WallClock,8d9e42ef36ba9e5f7dd46011c41be2ef,0.0226395283,0.0044746976
AccentTable,18476002083c51574904d89e9169817b,0.0374326201,0.0090216033
WallArt,65e9a2abb2a6fbb2b8183a4a81361b94,0.0020536819,0.0034240837
Pan,e8cd2c495f1a33cdd068168ae86ef29a,0.2251335512,0.0282129773
Armoire,d747fae5b52170a048d189f942cedc62,0.123427541,0.0030487962
Dresser,37d41aa1ab8e7318534f016fc3878f48,0.9282734622,0.0061790704
Chair,92e2317fd0d0129bb910025244eec99a,0.0293673699,0.0047003893
Desk,6d67f92d6e11f29e5792b99b8245d225,0.1573131217,0.0038086262
Armoire,d3f0fbdeabf3946dfe7bebacf7a743b8,0.0128233331,0.001877737
Radio,ab673912c47afe0afb8c9814b98c66d7,0.3167058041,0.0071119212
TV,ebd183cd1d075dd3bed06f4e613c0aec,0.033099695,0.003855521
CellPhone,1376723fa98487933f197465f86dea52,0.2427508391,0.0077031301
Candle,2d08ccee14ca7781d8eae9bce48bbeed,0.0051169302,0.0060347902
TapeMeasure,8f0a948bdcf8a65d43a73aba20837492,0.9554592699,0.0363584654
Basket,b06aa40e972e1de86d431f3195ee60,-0.0021183934,0.0032676466
Oven,6c25885d32fcf34955b2aedb5bd199c6,1.5686369018,0.0060141792
QueenBed,a85aca725266c9888c4f202fffc87396,1.5467339297,0.003398733
SodaCan,295be2a01cb9f29b716714dd1fd945b7,0.4427642789,0.0006633614
Cup,75dd1eb981f15ad166ab797924e689f7,0.0039632844,0.0077552981
Couch,2ebb84f64f8f0f565db77ed1f5c8b93,0.0334410801,0.0011214367
FloorLamp,a2b4a2d23a77e2b135836c728d324152,0.0147760485,0.0050374311
Laptop,c8440e1075b1b44522de187cba227ff8,0.0278594216,0.0089838372
Cup,5d034d08b3afb0054212ff51b27f0221,0.0043235352,0.0030770465
DresserWithMirror,28f1c6c292c0190480360680c1602c7d,0.1254835666,9.37705e-05
SideChair,99d4e65625b32a1d151f08387c3363cb,0.0084631699,0.0005301937
PottedPlant,363bc79028557c82488072a798e5d5,0.0234880269,0.0027245354
CellPhone,588619a23a5d7812f2f720a563565b58,0.0137870349,0.0117753327
TableLamp,6a40264e5153f31235836c728d324152,0.5223013482,0.0160429488
Bench,10adc13570a8b6e3bcceec49967c0de7,0.0297641075,0.0040253343
Couch,20c030e0d055b7aeb0892e337a99f42d,0.0037128639,0.0008872587
Piano,66b327d254ac1d7eeaa00445ba4a9ddd,0.0152945735,0.0024947348
PersonStanding,909ecfe6cac53888e3c23160df45ea9,0.0073356501,0.0019344957
Bear,2f55f20282971f7125c70fb1df3f879b,0.091357231,0.0023194999
MediaPlayer,4b6f93d9d943cf402885530a9827eb8b,0.3021315823,0.0145328041
Mirror,485f4c9da0348ab4e552ee47f47ae09a,0.0331991816,0.000419534
TableLamp,5929c6937d617f3acf7d397dd220c7e2,0.0200368353,0.0134599817
FloorLamp,21bca6a33809c7f26f2deb6dd348d3c7,0.0070654103,0.0050052837
Loveseat,b0da022a021a05f42e539a881dd81d3d,0.1448396572,0.0047040549
Pizza,832cdc6b8197b2bccf6ede117dc51e3d,0.0174745451,0.0001407309
Candle,18c499f4f1a833dee3f7a74e12a274ef,0.0031409967,0.00480214
Ruler,41ae076b4e6c511f57f9b16b02f002d5,0.0010902023,0.0018589847
Couch,e5f793180e610d329d6f7fa9d8096b18,0.1039895747,0.0047827718
DiningTable,d317f893fc516a2e8951f28ceed6d9d4,0.0187924081,0.0037324027
SodaCan,a8e19b9337486f7c7a8bb04de252a4a,0.8977844965,0.005804276
DiscCase,d0d103de6609d3ff94d0c8d8af3cd8ea,0.3969874516,0.0005942006
Table,16d620a3923a8bf1e5595fbfd7d35143,0.2330210572,0.0080787023
Curtain,4d26b3a01d323ba27a845b3267216856,0.0098933733,0.00241267
Microwave,13290e02935a82a22846fa729d90e125,1.0915807304,0.0141108428
Speaker,e5c1a7e9bb2dd0d65a31d91ec836a511,0.798881608,0.0178017746
Vase,ded88a4ee36b9537736e2a7d919765aa,0.0166102111,0.0007382938
OfficeChair,e64cda7de281b7bd1debb43d61e1ce9,0.0062339036,0.0031865658
Vase,d2f113f579d2c4c9b7e6746928016c6b,0.2224421275,0.0016627951
Lamp,d1948365bbed9de270bb6bcb670ecdf5,0.0226637757,0.0141994145
Mirror,8332045fca7a06c6a993c21df977db95,0.0700300949,0.0251822616
Barstool,fe591330f3624a7f09225018235d526,0.0058412732,0.0057440108
AccentTable,2fd92f867dacacdc738e43095496b061,0.1017365869,0.0094795275
ToiletPaper,cc3ff3d1cbbc869472101dcac4ed75d3,0.3102348836,0.0109899541
Plant,233e66db725ee1d42c990367c9f8e7f5,0.0372531615,0.0006261337
Piano,b7b54152e58fdee6bb4d99f9abe880cc,0.0730974249,0.0043411759
Chair,36d314f3b118caa9bb557fc9202b7772,0.6556175319,0.0004570226
Pencil,aa36574169cb624dd3adf3090c701f7,0.0096400359,4.8723e-05
LightSwitch,44370c85d921f7a37c4f08157f92c1a0,1.0629677314,0.1180841369
Chair,1308f3ff2e55eae4f1783a44a88d6274,0.0358713372,0.0059018067
Couch,a29f6cce8bf52a99182529900d54df69,0.0047423401,9.08035e-05
CoffeeTable,66ac53f9bbe5a79fd810b14a81e12eca,0.0167898371,0.0027896887
TapeMeasure,6408b6515dd32c24e1c66c898fdf65b7,6.37932e-05,0.0049651526
Cabinet,65856b8ae189a3a13d5da2a72f595df5,0.4211923411,0.0033702216
OfficeChair,14977bca24205cc2a6fee8e2140acec9,0.0081232995,0.0046158313
Calculator,28c54e8b42c04eab47a3c30e38e33df7,0.0423804698,0.0343547466
Chair,7aaf5573892cfe086e6e0f71258e961c,0.0071082274,0.0032849813
CerealBox,338a9be4f34c10e6656551518a63a78a,1.2045733139,0.003240105
Truck,929b988c79fcc34a8b9c5bfdb1fdd04e,0.1655425133,0.0008581826
OfficeSideChair,cf09618aedde38febda72093f9b5aa73,0.0264663132,4.88838e-05
Vase,12d643221a3edaa4ab361b6be63163da,0.1010210636,0.0055009511
Monitor,d6752674a181d04829c956de83176829,0.0614595839,5.23227e-05
Vase,7a971531ff72a48d5706d1c54190f27a,0.7193732416,0.0128513577
Table,e784d61cf2ae9b17631ff074e19c9b1c,0.0498620594,0.0030731426
Ottoman,2c995984cdb23504bda72093f9b5aa73,0.1726472731,7.18749e-05
Couch,47ad0af4207beedb296baeb5500afa1a,0.1528382767,0.0006738105
DiningTable,b73a89c916a0237e90faae3c2240cd5a,0.0149781769,0.0022824568
Vase,2c6371533c97c5c135836c728d324152,0.0144689008,0.0138793976
Chair,d794f296dbe579101e046801e2748f1a,0.0048778172,0.0021714022
Plant,39e9b43c41f2d2be65327266daecd868,0.0223522802,0.0012682291
Nightstand,54b4555dacd9fc16e1eb1991fb37eb9b,0.0506312584,0.0048151178
Curtain,fa8f96dc6489417f84024898ac0c92e,0.001501663,0.0013427768
DiningTable,e6a188bbf8315d11f1783a44a88d6274,0.046786141,0.0032609686
TV,2ede33c4ad24358f943e543793e94a2d,0.0548515596,0.0083343619
Bench,441cbeb535871b95a03193883145ea67,0.0021010184,0.0013345341
Curtain,f56614ae067cfae82f8bc0d6e7c6775,0.0128500026,0.0024622809
Knife,c1a44efab8a2616c44a16a1c9776e2ce,0.0022408547,0.0092063207
Couch,f01821fb48425e3a493a4a2a112261d3,0.0175624174,0.0016437529
Pencil,7635c709c0c0f17a93680c5a9a367b4a,0.0020911218,0.000365611
Monitor,5bace77f1df591e9241640224e45ebea,0.3511410096,0.0156764894
Fork,5cf702912791e92f6a6ce77a145d1d18,0.0007558144,0.0253135317
Guitar,28538b8fe7dabd9e715eaf7cef31fbe3,0.0080346829,0.0055381358
Fireplace,82a0ba979f437d0730d32956603b1f19,0.3090604898,0.0033955514
Dresser,cef443f6b4937340d24546afc5de2582,2.1516824851,0.0093658094
OfficeChair,f1f40596ca140cc89cfc48dba5c0e481,0.1023117918,0.0048526285
PottedPlant,93acaa40a2d53c726b7154919b02cbec,0.0233352535,0.0015142941
Painting,500ca973415c6f5cf31b18e68eb944af,0.0302590191,0.0007946483
Books,75bbcd01c96beaec82db852ae1b583d,0.0636155277,0.0063116944
Chair,b81d49692e2a83dfe4edd961eb30e90b,0.0699076203,0.0066481203
TapeMeasure,2a56903c620c0ea8214eb5a22e115fe,0.0106676716,0.0006294511
TableLamp,5798957808d0273635836c728d324152,0.5194502564,0.0124224508
Chair,5bbfc93f9c406bcc85961c6522c6aaa,0.0105758259,0.0003345905
Cabinet,fd96a9f3dc5ed568c283ca2c9df7372d,0.0355802062,0.0012169507
Chair,5d2ed70e944a76954beec3b24722e27,0.0060030947,0.0027902047
WallLamp,70652459696b25037e0f056bfb925424,0.0036244239,0.0139855472
CerealBox,fbf7021503a2a11fce41b639931f9ca1,0.232308935,0.0179034363
PottedPlant,8d0d51aca855152f8c5f8653702e8d09,0.0141666188,0.0015881404
Pencil,5351e7432492a2d9c5a0ee4d02b25563,0.0277876634,0.0006354444
Camera,b22e56fdf18e2eb8968b65a7871de463,0.1648501316,0.0007688283
Oven,df78913fe9070bf682b4ca3750aa2fb,0.017544042,0.0014003201
DiningTable,6d311facc6387a7fcd1233d74066ed8,0.1209492359,0.005159597
Refrigerator,9d577d9fee3e684a518fd21d4bd3ad52,0.0395275036,0.0016563378
Mug,24651c3767aa5089e19f4cee87249aca,0.1058365981,0.0002743327
Telephone,a5a29c03bca0ff22908c261630fec33,0.1818300358,5.62831e-05
Piano,1b76644af9341db74a630b59d0e937b5,0.0201562982,0.0021141726
Coin,f28ea389bf901129de650492e45fb14f,0.0844769502,0.2737881438
CellPhone,d1134b5b107fcfedb58c0249f6338472,0.1718378065,0.0002822289
SideChair,53dfc19cca9af4f5e4cca9a4866076a8,0.0173595349,0.0042180705
CoffeeTable,ec587f7879575de529cc3e5ff518065b,0.0393551422,0.0036258689
Desk,1e89523035f87d0e770b3ff04033be4b,0.4212007156,0.0079737391
4Shelves,7dd090ba0a8588a55f7f6f928a280ff1,0.0542755912,0.0008422692
Calculator,8b292f77d3ceca046440583ca66a6ee,0.0855141149,0.0434537708
PowerSocket,84d40caa5f61e052a12915a8b04b1ca,0.0121514962,0.0308044867
Stapler,6aedeceedd68c20326373299cfdd658,0.0233435414,0.0026516709
Poster,7422f80b0b135ddc5e68e764635b3aa5,0.0268217921,0.0011880355
Dresser,9bd690569ae2a9c0eb740e4f2d16d215,0.0833263716,0.0002120341
CellPhone,872cafaa1a4b658878df813b603fccea,0.0314463709,0.0019231609
CellPhone,e8c4ef4c74c631e83628c1e9941a8ab9,0.1595564296,0.0007628424
Cabinet,7cb72610b34fb7a64a44340bf227e40,1.5542550672,0.0080266429
Teapot,93c6553dc3f2ad11012cc02986a86c3,0.1530108575,0.0138136808
4Shelves,e17158388af335cfe3783ec57dd5d298,0.0175755847,0.002652376
Laptop,1a3efcaaf8db9957a010c31b9816f48b,0.0455422358,0.0117890032
Bowl,8bb057d18e2fcc4779368d1198f406e7,0.1377848077,0.0006642792
Vase,9b9406be65ab942f7c0ffcaa63ee0500,0.0063773017,0.0035410454
Chair,49918114029ce6a63db5e7f805103dd,0.0258743809,0.0061489947
WallLamp,571a3c2cf4c509596cb5b29312d0feee,0.0178316827,0.0147585926
Pen,47e0235a83058335782611375da5ea9a,0.0264712686,0.0005190684
WallArt,d3f40d8130f6246da260daaa52a3acd8,0.0405974767,0.0045780234
Rug,f26291ca6ba7dc6f1b842a6b2981cdf0,0.0193061373,0.0011696024
Gun,206bb4f7102d4dfb1ed2fa3d3d4463bf,0.0009273258,0.0001297514
Radio,215ce10da9e958ae4c40f34de8f3bdb8,0.2992874488,0.0017374174
Horse,39f1be238e30150422f0ff7aa7790c13,0.001179334,8.038e-05
Mug,e984fd7e97c2be347eaeab1f0c9120b7,0.0152412322,2.913e-07
Poster,508a3a9e8197e9b79693f73e94358741,0.2489887566,0.0031885195
CellPhone,caa0cf3c7bf2cc4e50e8879f012090b1,0.1891457266,0.0073569446
Pan,471fcc6a297e566b985620cba44cf716,0.0089127543,0.0147447161
Laptop,ed35ed3a7c8824e5996bace9c8deb982,0.2106922042,0.0222476498
DiningTable,965abcd187b93da3f1783a44a88d6274,0.0094505187,0.0017542375
OfficeSideChair,2b5953c986dd08f2f91663a74ccd2338,0.0329751102,0.0059938735
Monitor,9ffb45bf19fe220f5d864fbde7e7b0ef,0.6218501199,0.0197324948
Barstool,bb5fe9bd5e95374635836c728d324152,0.0012215779,0.0020727278
CoffeeTable,adcc1e2fb177795a90546f5d45015351,0.036812834,0.0053039576
TV,f3badf5a221d99f12d9c07d3b9171829,0.0489390014,0.0036435229
MediaPlayer,3be5f3cc65c0dda98aa0371b0127c13f,0.0052588423,0.0066405751
Mug,159e56c18906830278d8f8c02c47cde0,0.0362412386,0.0422621306
Desktop,ff86e4d519c7e7b9859a8414d9b21fa6,0.1770017323,0.0234775889
Monitor,6dab3e32b5cb52f1d67173c00f9e1676,0.0625199667,0.0050253674
Bed,a81f1dbe7fe55b82ea6603e098b731b6,0.0042881177,0.000857753
WineBottle,2a9817a43c5b3983bb13793251b29587,0.1373085006,0.0234210308
TableLamp,6138faeed623475b43ac09133d4c1d60,0.0043779095,0.0064796088
Gamecube,c6f11a477453c271bd35d2f9083d24d,0.0514050569,0.0011270556
PersonStanding,2c3dbe3bd247b1ddb19d42104c111188,0.0272143508,0.0044509512
AccentChair,4a1510e398260ba36b31862e09495f2,0.4443624368,0.0098998878
CellPhone,8388c3768d0fea210bc2436075f6a52,0.0466364061,0.0426917616
Plant,b8b8b3f36479ee2b58a4a16723b37599,0.085235781,0.0179326205
Knife,dac1fc01fb44b2b9cb7078d644842b01,0.0029341792,1.7367e-06
Gun,a8eaf9b8bdef78daa6352ba1b0f1959c,0.0213573666,0.0008999127
Sandwich,13add1d4cdcea59b73d0d75d212ea96b,0.0565264811,0.0014631368
PersonStanding,73bd551a3f3aeaacd538ff033c2886de,0.0101523968,0.0028406299
CoffeeTable,5a38d21dd30f52e972463ee0ec4cc614,0.3742989721,0.008504842
Couch,4fbc051d0905bb5bdaeb838d0771f3b5,0.4776238926,0.0029400346
Oven,89c6ad5e5223d29f112ca50c8eb86c95,2.3081547848,0.0004572034
Vase,e9ca5a93caaf71d135836c728d324152,0.0036355115,0.0031001095
ChestOfDrawers,aba94376a53104c071e72001f9e1cdc7,1.8174660893,0.012882686
Speaker,d2b11476a0faecc9bab552580a94aea4,0.2800948762,0.0051815848
Guitar,78704c7d77e34b803283ea69e022bdc8,0.004433113,0.0046937283
USBStick,6484ba8442fc7c8829545ddc91df1dc1,0.027591929,0.0007475201
Couch,8030e04cf9c19768623a7f06c75e0539,0.0489271703,0.0033797893
Camera,936a458fdb8eb12171dc2053392a6e6f,0.156639984,0.0013832014
Plate,6907973366e2d8ca7f181d2694cd239b,0.0184319205,0.0018625272
CellPhone,c29ff2cbafdcf988bd5b0af7009d604c,0.0206973177,0.0002413714
Battery,3f16a24e0f77a392f7aa33a9774f16af,0.0971298651,0.0612798124
AccentTable,fe2aee5ff66e4fe8d5f95109c85d2816,0.6589640021,1.7405e-06
ChestOfDrawers,d7c7bc545acca8faae3f599e8fbe258d,0.5841285234,0.008930044
Refrigerator,5c35f06ca955d4f4e8058cf23f6382c1,0.1766835546,0.0012083565
PictureFrame,31e85273e8b1ca08e226b49c26f8bb2,0.0046355942,0.0088447124
Bowl,4417f06a1a1d213f4b6cec3185574478,0.041620766,0.000514622
Telephone,ec8862892eb0a2d3f29d5ee6f0286998,0.0049803669,6.52741e-05
Couch,f1a956705451d66ee95eb670e9df38e4,0.5795053823,0.0038888941
Airplane,724af978f659993e890824251c0961f3,0.0448581982,0.0005319186
Pencil,d22cfab6479b8ec2741e88434245c899,0.0013960793,0.0001120415
Ruler,49ab57d84eada35564d92b3ea57c4f8d,0.0128824899,0.0502389038
Credenza,9ffdd44e709142551b4e9ccf27cd840d,0.5123903585,0.0057985172
Picture,26669c159324543dfb65771025dd39c4,0.0151003063,0.0002112977
Pan,e8cd2c495f1a33cdd068168ae86ef29a,0.322327636,0.0317981139
Couch,be2fe14cb518d6346c115ab7398115c6,0.013239442,0.0013019784
Laptop,ef108ed48f306268dc2899f75964481,0.2711329817,0.0015251315
ChestOfDrawers,35f80c8cf481848d21fbac718728a36d,0.8168600425,0.0049189651
OfficeChair,94e289c89059106bd8f74b0004a598cd,0.2657031506,0.0078381802
Bookcase,d3f4e22eaa46dd33d810b14a81e12eca,0.0568861247,0.0037303556
Cage,ac054431715485a2d805f7a9f7b59be8,0.5470950463,0.0082859622
TrashBin,def815f84e0cc9cfcb2a965e75be701c,0.0157080646,0.0028682455
Books,e638a71884250ab45e723252788c3d6e,0.2459939424,0.0165128339
GameTable,5d45378d9d2e11ff497df23b9b74f339,0.0073174006,0.0012131295
Plant,377d5519dc45c77e53ce6ee7581c9d98,0.0025745208,0.0014661535
DeskLamp,102273fdf8d1b90041fbc1e2da054acb,0.0053241352,0.0004512487
Cabinet,c2ac91973d449b18738e43095496b061,0.3267396422,0.0053813632
TV,3d0a062c24d4a9eaf31883de1fc270a1,0.2029557581,0.0067616376
CoatRack,ae3a6b23b326e3205057ad0f363d6ddd,0.0026712957,0.0048524621
WallArt,3945227708a0089a83aa9615d9f6f7bc,0.0194478446,0.002157079
Vase,397a27126665d14d35836c728d324152,0.0016124041,0.0042325695
EndTable,c21a2155b9eaf443371bbdceb8e7f90b,0.0113865494,0.0029175062
Dresser,ff6038905de2b20694cdfc338037bd95,0.2809511379,0.0030668122
Dresser,3dfbc0177031eca85b31ccad4330d72,0.7649856321,0.0039252702
Book,77fbfb099946218de7cc0348080803a7,0.0674822063,0.0056526216
Nightstand,884927d82f2de4f435fb6f633afd9a85,0.3035356502,0.0094816648
TableLamp,181ec75aca2de25f6dbdf247ab8522eb,0.0287293568,0.000180772
Fork,a169a87168e126c83742135a31826a22,0.0005907419,0.0227844639
Recliner,f2ada2e9c18ce61da1ed8510e8cd55e0,0.754176931,0.0049694295
Chair,3db845813ee82c80504721639e19f609,0.0288251113,9.1372e-05
CeilingLamp,525109ea19096fe8eeee03ae21af2d39,0.0203716116,6.33229e-05
CellPhone,bb0b34d466dbbda110bc2436075f6a52,0.0645537196,0.0405492345
Laptop,b5f6fd84a3f44ddb1aa47689117a61e1,0.0418860933,0.0001846182
AccentChair,a808d40b66123c7ae9602306ed19eab0,0.0243346031,0.0001321908
Couch,5ea73e05bb96272b444ac0ff78e79b7,0.0585950187,0.002332889
Cabinet,62454da8c96c693a51c4deb11af7079e,0.6051640812,0.0028986724
ChestOfDrawers,bcee1a76f453723c4cc1952ae0d6e81a,0.4294195499,0.0052407387
CeilingLamp,24dbbef5e68df9d98849c1eb532ffb39,0.0047641619,0.0045699652
4Shelves,ba4048da83e9800a54df5c08f199c5b3,0.0078206315,0.0012086504
CoffeeTable,ff26f7003826d1a2d810b14a81e12eca,0.0639578706,0.0032887048
Poster,381a6bfeaec994f7995fb5547e6d9993,0.1012558972,0.0014939498
QueenBed,88ff671b56e5a1b1b161f36d4e309050,0.0503062481,0.0022129167
Couch,31b5cb5dfaa253b3df85db41e3677c28,0.0333064064,0.0008749189
Fork,6970d21f2c2146656ab04bd3af593c95,0.0011773453,0.0279445688
Painting,c42f5c8425c592889977f83d67d415bd,0.0522063284,0.0135647413
Desktop,b8215c19532769b2c9db333562750d81,2.5177662045,0.0189040376
ChestOfDrawers,502fe0ac4c7047c72cba66dc6aeabcd4,1.4125433913,0.0099545376
Cup,89cf9af7513ecd0947bdf66811027e14,0.0007837811,0.0116585765
Couch,694af585378fef692d0fc9d5a4650a3b,0.0552175644,0.0018496238
Fork,242daece89d0f42b457ba044c28858b1,0.0013614646,0.0053379994
Stapler,d294455c46b7cb6f31fd93e535713515,0.0723887472,0.0336450867
Plant,5e731c84e9fd361955ec341d6ab59fc7,0.0141615931,0.0832014655
Plate,17079f40cfdc719a3f7d5255ff865380,0.0168653032,0.0152548126
Cabinet,8754e9aaeecabbe7b12f3136bf6bffbd,0.0574750793,0.0026395212
Desk,24cf4986a3bd5e8377ed47d7aac60427,0.0828676999,0.0058336004
Car,bf6e89e4fef8c547ff23af07d9064736,0.0853816669,0.001008411
EndTable,614d6521865dc590cf1b30f434fe2e2a,0.1447412292,0.0086676027
QueenBed,4c4bea9ed3315cfe11fc2b865c2a185b,0.007623654,0.0008217166
Faucet,a7e23856ee1f9789a12b86efa90a53a4,0.0723190403,0.0137460146
Book,1e2dcb130b75c6c09251ef7f51226942,0.0707901513,0.0003330741
Shirt,d3ed89e212b9275e1deb48513aeadf93,0.0031030843,0.004515243
WineBottle,9f2bb4a157164af19a7c9976093a710d,0.0338890368,0.0153642174
Nightstand,55bb82ed9665f575411053a770408f0d,0.3288028549,0.009411676
Mug,414772162ef70ec29109ad7f9c200d62,0.0150615926,0.000940949
Barstool,e2acc4d276fda3d77d70172a29ade99a,0.0098801963,0.004600764
6Shelves,699468993d0ab5cb98d5fc0473d00a1c,0.1264550725,0.0034034286
Knife,298d152fd0adb0f33347c5de2992cc8,0.001891557,5.5239e-06
TableClock,fc5e57ba9bade79a86a499d1a4d80ea4,1.2079627434,0.0930037488
Monitor,8449704b3c3c290ec5243a0ab191990d,0.8473745441,0.0169683887
ToyFigure,ca64eeb7b0823ca2bc946a1e4b0c1ae1,0.0067145798,0.0001518878
Desk,74b141b5e4f5af166388b3cd824d9a9,0.0518339543,0.0033774646
Monitor,31f6f2b4bb6c524cab1a5567c60e2688,0.0318799761,0.0039612448
FloorLamp,e4258a09db0c03bc97bc1a2d2578970d,0.0001403175,0.0011415476
Book,63c552fb147b553994de7b39c8fe55aa,0.4976256351,0.0390071779
Couch,9b818d54d601b026b161f36d4e309050,0.0886336323,0.0027250059
Guitar,f440f59916c2ed897b076baeaedfec9b,0.0103343531,0.0033824276
MediaPlayer,a93e896411c4c7d65ef198bdfca2ab8e,0.111926861,0.0004783852
Printer,a74db482402e533d9d23dd9e1ad481db,0.1579843098,0.0043770577
Knife,89f69d95f5598fddd42a2a5a47e9ed5,0.0016722496,0.0175043781
TrashBin,b9804a2ba902f1b6a12b86efa90a53a4,0.205650699,0.0124727922
Cage,16bb10ad445ecfdaa476d4febccee,0.0900779444,0.0046310866
Guitar,4dd3b42e67a19210925e0edb2365fb11,0.0029128355,0.0005961739
Armoire,e8106ed4a6de72f7c6992a0f51e34ba,0.3930977654,0.0035332938
CellPhone,93d617cb7bf7558671fd17a89eb6aa70,0.0074605409,0.0015429094
TrashBin,9ee464a3fb9d3e8e57cd6640bbeb736d,0.0209647918,0.0091554043
Mug,7223820f07fd6b55e453535335057818,0.0038963031,0.0155519985
SideChair,4855971647f786b642e1bb4fe264125f,0.054566273,0.0010242054
Bottle,3108a736282eec1bc58e834f0b160845,0.0408774243,0.0168546153
